2025-08-13 10:55:40 pos 59.551786 35.442319 0 0 dev
2025-08-13 10:55:40 pos 59.551786 35.442319 0 0 dev
2025-08-13 10:55:42 pos 63.386217 45.092197 0 0 dev
2025-08-13 10:55:43 pos 60.805399 33.887376 0 0 dev
2025-08-13 10:55:43 pos 60.776704 33.363328 0 0 dev
2025-08-13 10:55:43 pos 60.831847 33.221632 0 0 dev
2025-08-13 10:55:50 pos 57.958564 44.507862 0 0 dev
2025-08-13 10:55:51 pos 53.905556 44.887355 0 0 dev
2025-08-13 10:55:51 pos 53.905556 44.887355 0 0 dev
2025-08-13 10:55:52 pos 53.908102 44.888664 0 0 dev
2025-08-13 10:55:52 pos 53.900108 44.86251 0 0 dev
2025-08-13 10:55:52 pos 61.719366 36.678198 0 0 dev
2025-08-13 10:55:52 pos 61.719366 36.678198 0 0 dev
2025-08-13 10:55:55 pos 57.839517 35.838168 0 0 dev
2025-08-13 10:55:57 pos 54.393711 50.884734 0 0 dev
2025-08-13 10:56:03 pos 62.140468 43.98755 0 0 dev
2025-08-13 10:56:04 pos 59.569657 31.790808 0 0 dev
2025-08-13 10:56:04 pos 59.569657 31.790808 0 0 dev
2025-08-13 10:56:06 pos 58.627817 35.349144 0 0 dev
2025-08-13 10:56:06 pos 58.615568 35.305031 0 0 dev
2025-08-13 10:56:06 pos 58.612127 35.32455 0 0 dev
2025-08-13 10:56:06 pos 58.627821 35.39728 0 0 dev
2025-08-13 10:56:06 pos 58.62789 35.397091 0 0 dev
2025-08-13 10:56:06 pos 58.630189 35.365609 0 0 dev
2025-08-13 10:56:06 pos 58.628676 35.400354 0 0 dev
2025-08-13 10:56:17 pos 40.514868 9.399648 0 0 dev
2025-08-13 10:56:17 pos 40.514868 9.399648 0 0 dev
2025-08-13 10:56:17 pos 40.542715 9.389843 0 0 dev
2025-08-13 10:56:17 pos 40.542715 9.389843 0 0 dev
2025-08-13 10:56:17 pos 40.561503 9.384807 0 0 dev
2025-08-13 10:56:19 pos 58.169345 55.64472 0 0 dev
2025-08-13 10:56:19 pos 58.169345 55.64472 0 0 dev
2025-08-13 10:56:21 pos 16.625454 7.173195 0 0 dev
2025-08-13 10:56:22 pos 63.947654 42.662719 0 0 dev
2025-08-13 10:56:22 pos 63.955801 42.652508 0 0 dev
2025-08-13 10:56:22 pos 63.946421 42.582628 0 0 dev
2025-08-13 10:56:22 pos 63.946421 42.582628 0 0 dev
2025-08-13 10:56:22 pos 63.943191 42.635624 0 0 dev
2025-08-13 10:56:22 pos 63.943191 42.635624 0 0 dev
2025-08-13 10:56:22 pos 63.970613 42.727793 0 0 dev
2025-08-13 10:56:24 pos 8.850392 11.349262 0 0 dev
2025-08-13 10:56:30 pos 58.569112 36.744498 0 0 dev
2025-08-13 10:56:30 pos 58.636138 36.78109 0 0 dev
2025-08-13 10:56:33 pos 61.609486 30.978531 0 0 dev
2025-08-13 10:56:33 pos 61.617592 30.856577 0 0 dev
2025-08-13 10:56:36 pos 49.684807 45.255772 0 0 dev
2025-08-13 10:56:36 pos 49.684807 45.255772 0 0 dev
2025-08-13 10:56:36 pos 49.7356 45.217077 0 0 dev
2025-08-13 10:56:38 pos 58.276586 37.098332 0 0 dev
2025-08-13 10:56:38 pos 58.276586 37.098332 0 0 dev
2025-08-13 10:56:38 pos 58.691898 36.386653 0 0 dev
2025-08-13 10:56:38 pos 58.691898 36.386653 0 0 dev
2025-08-13 10:56:41 pos 58.595204 47.353521 0 0 dev
2025-08-13 10:56:41 pos 58.595204 47.353521 0 0 dev
2025-08-13 10:56:49 pos 57.513356 -3.2261 0 0 dev
2025-08-13 10:56:49 pos 57.513356 -3.2261 0 0 dev
2025-08-13 10:56:49 pos 57.491378 -3.210709 0 0 dev
2025-08-13 10:56:49 pos 57.491378 -3.210709 0 0 dev
2025-08-13 10:57:04 pos 57.548053 47.253828 0 0 dev
2025-08-13 10:57:04 pos 57.545536 47.194113 0 0 dev
2025-08-13 10:57:06 pos 57.150661 -3.110907 0 0 dev
2025-08-13 10:57:07 pos 54.985334 45.101732 0 0 dev
2025-08-13 10:57:10 pos 57.817619 35.581504 0 0 dev
2025-08-13 10:57:11 pos 53.27684 48.038927 0 0 dev
2025-08-13 10:57:12 pos 55.882559 39.14713 0 0 dev
2025-08-13 10:57:12 pos 55.955319 38.845491 0 0 dev
2025-08-13 10:57:12 pos 55.907878 39.235786 0 0 dev
2025-08-13 10:57:15 pos 54.174949 49.164424 0 0 dev
2025-08-13 10:57:21 pos 59.671867 31.354944 0 0 dev
